ElementID,SubRegion,Acres,centroid_x,centroid_y,aream2,x_centroid,y_centroid
9491,7,980.3684096,651912.2705,4289032.041,3967410.195,-121.2521633,38.73690998
9492,7,512.227612,653184.4154,4290200.346,2072911.601,-121.2372743,38.74721349
9493,7,1095.728434,654157.2223,4288901.908,4434255.651,-121.2263744,38.73534879
9494,6,242.7485489,583285.6874,4263334.506,982368.5243,-122.044684,38.51449764
9495,6,211.5554151,584102.1049,4263035.539,856134.3901,-122.0353566,38.51172689
9496,6,242.0810223,584925.9701,4262455.769,979667.1399,-122.0259788,38.50642449
9497,6,323.885231,585929.359,4262773.151,1310717.027,-122.0144335,38.50918804
9498,6,171.3240782,585470.0939,4263587.789,693323.9462,-122.0196007,38.51657276
9499,6,424.7644549,586429.7184,4264028.769,1718960.762,-122.0085403,38.52045356
9500,6,380.8696172,585877.7693,4265104.32,1541324.656,-122.0147386,38.5301987
9501,6,563.0049758,587265.032,4265554.196,2278400.302,-121.9987689,38.53411723
9502,6,496.4287085,588790.2087,4265753.556,2008975.707,-121.9812472,38.53576275
9503,6,510.1513755,590300.7525,4266007.428,2064509.37,-121.9638853,38.53789816
9504,6,279.9723248,590535.7669,4264899.816,1133007.801,-121.9613326,38.52789411
9505,6,182.0716511,591572.2384,4265133.092,736817.8305,-121.9494129,38.52989002
9506,6,177.6028773,592495.2692,4265052.523,718733.3446,-121.9388356,38.52906857
9507,6,164.6723019,593371.7765,4264852.202,666405.1627,-121.9288081,38.52717199
9508,6,221.4002374,593695.7212,4265640.439,895974.9726,-121.9249867,38.53424037
9509,6,108.872731,594494.5497,4265439.899,440592.3105,-121.9158501,38.53234888
9510,6,197.0947445,595159.4087,4265674.961,797614.1327,-121.9081914,38.53439599
9511,6,343.9924879,595331.8789,4266511.388,1392088.209,-121.9060985,38.54191403
9512,6,178.6685572,596143.99,4266044.377,723045.9981,-121.8968458,38.53761878
9513,6,95.71546216,596732.7605,4266252.211,387346.7328,-121.8900627,38.5394276
9514,6,282.9913982,597195.3948,4266949.194,1145225.557,-121.8846581,38.54565716
9515,6,274.3853101,598255.6604,4267300.969,1110397.954,-121.8724442,38.54871022
9516,6,296.7111015,599515.8377,4267249.497,1200747.227,-121.8579928,38.54810623
9517,6,184.1917609,599945.6295,4266407.208,745397.6105,-121.853182,38.54046886
9518,6,170.9129575,600913.3304,4266133.308,691660.1998,-121.8421198,38.53789172
9519,6,129.7099392,601686.074,4265723.072,524917.5007,-121.8333148,38.53410741
9520,6,169.2821695,602193.4085,4266163.98,685060.6347,-121.8274306,38.5380219
9521,6,222.3583597,602948.0146,4266541.508,899852.3559,-121.8187184,38.54133645
9522,6,33.72930419,603341.2878,4266756.909,136497.6513,-121.8141751,38.54323177
9523,6,82.05720184,603639.3351,4266779.413,332073.7143,-121.8107521,38.54339967
9524,6,223.5490169,604550.702,4266256.482,904670.7748,-121.8003745,38.53858135
9525,6,292.6146684,604776.1392,4267134.413,1184169.55,-121.7976566,38.54646505
9526,6,336.2968342,606051.4479,4267122.776,1360945.003,-121.7830266,38.54620896
9527,6,488.3095184,607335.8448,4266984.787,1976118.511,-121.7683124,38.54481162
9528,6,605.2933985,607511.3042,4268575.231,2449535.477,-121.7660543,38.55912027
9529,6,655.4858521,607825.6451,4270259.31,2652657.13,-121.7621871,38.57425562
9530,6,640.247005,608007.2207,4272019.191,2590987.704,-121.7598305,38.5900899
9531,6,657.1655393,609438.3106,4271307.919,2659454.583,-121.7435136,38.5835062
9532,6,680.8782747,610886.3926,4270451.516,2755416.619,-121.727028,38.57561046
9533,6,346.2498974,611283.5019,4271734.748,1401223.621,-121.7222651,38.58712225
9534,6,737.3899678,612638.1298,4271704.54,2984111.327,-121.70672,38.58667947
9535,6,611.0197409,612685.3067,4273407.017,2472709.163,-121.7059031,38.60201224
9536,6,682.1828162,612675.5075,4275074.53,2760695.911,-121.7057455,38.61703726
9537,6,515.3329409,612619.0218,4276627.755,2085478.421,-121.7061428,38.63103828
9538,6,491.5067788,612378.1829,4277944.705,1989057.364,-121.7086961,38.64293412
9539,6,488.344257,613541.7229,4278834.08,1976259.093,-121.6951843,38.65079873
9540,6,428.8454644,614867.0258,4278975.187,1735476.022,-121.6799348,38.6518991
9541,6,172.7946419,614728.6981,4279899.374,699275.1063,-121.6813712,38.66024344
9542,6,284.2019305,615684.339,4279963.176,1150124.408,-121.6703796,38.66069406
9543,6,183.6403004,615540.3129,4280881.674,743165.929,-121.6718815,38.66898807
9544,6,96.46631336,614793.347,4280925.882,390385.3198,-121.6804584,38.66948349
9545,6,138.1916834,614751.509,4281479.9,559241.9014,-121.6808476,38.67448035
9546,6,70.82668247,614774.4041,4282084.688,286625.4148,-121.6804844,38.67992623
9547,6,152.1557266,614158.2449,4282185.489,615752.3792,-121.6875497,38.68091407
9548,6,175.7025691,615382.5276,4282233.692,711043.0701,-121.6734701,38.68118958
9549,6,168.8737448,616273.1798,4282202.633,683407.7986,-121.6632382,38.68079316
9550,6,207.0111169,616490.6662,4282958.129,837744.2681,-121.6606114,38.68757109
9551,6,70.46053444,617152.8815,4282831.883,285143.6663,-121.6530207,38.68634629
9552,6,94.0599485,617597.4905,4283054.187,380647.1067,-121.6478724,38.68829018
9553,6,175.7119056,617519.798,4283868.696,711080.8536,-121.6486274,38.69563864
9554,6,156.2488837,617771.2854,4284630.219,632316.7985,-121.6456067,38.70246594
9555,6,139.5183803,618571.313,4284777.438,564610.8532,-121.6363835,38.70368539
9556,6,141.1816166,618801.2896,4285594.183,571341.7318,-121.6335993,38.7110128
9557,6,57.77074677,618844.6887,4286311.911,233789.9176,-121.6329772,38.71747311
9558,6,147.9277889,619244.6706,4286792.205,598642.5224,-121.6282948,38.72174628
9559,6,190.3347386,619850.6993,4287448.965,770257.3594,-121.6212117,38.72758112
9560,6,184.1295329,620296.1196,4288206.161,745145.7829,-121.6159572,38.73434233
9561,6,162.5534146,619540.7834,4288478.65,657830.3297,-121.6245981,38.73689978
9562,6,117.2724043,618914.8636,4288716.646,474584.5826,-121.631757,38.73912847
9563,6,190.7742453,618972.6519,4289637.43,772035.9797,-121.6309338,38.74741616
9564,6,200.5616694,618983.3488,4290573.527,811644.2798,-121.6306497,38.75584818
9565,6,45.07906192,618433.3815,4290687.269,182428.4912,-121.6369579,38.75694685
9566,6,69.77441466,618375.8494,4291274.65,282367.0381,-121.6375192,38.76224641
9567,6,38.98452268,618173.314,4291639.978,157764.766,-121.6397873,38.7655648
9568,5,105.1106083,618176.0311,4292070.758,425367.5401,-121.6396823,38.76944544
9569,5,44.57797616,617677.7099,4292061.131,180400.6691,-121.6454186,38.76942532
9570,5,134.0898406,617621.1164,4292634.104,542642.3327,-121.6459722,38.7745949
9571,5,96.33107561,617769.6404,4293300.944,389838.032,-121.6441491,38.78058275
9572,5,103.0717855,617306.6811,4293568.986,417116.717,-121.6494322,38.78305931
9573,5,145.8983479,617023.8614,4294334.361,590429.6664,-121.6525577,38.78999231
9574,5,111.4000358,617587.3561,4294764.965,450819.9505,-121.6459977,38.7937967
9575,5,106.401125,618083.1556,4295036.551,430590.0759,-121.6402437,38.79617721
9576,5,103.5333884,618581.8583,4295128.15,418984.7577,-121.6344868,38.79693546
9577,7,209.6647884,619313.3814,4295327.772,848483.2955,-121.6260308,38.79863505
9578,7,266.9858068,620307.5265,4295386.616,1080453.227,-121.6145755,38.79903002
9579,7,285.0319274,621384.0028,4295332.996,1153483.286,-121.602192,38.79839933
9580,7,314.0887529,621826.4083,4294277.437,1271072.087,-121.5972853,38.78882878
9581,7,257.7678489,622269.5049,4293197.398,1043149.475,-121.5923763,38.77903743
9582,7,417.44342,623437.3895,4292953.483,1689333.585,-121.5789785,38.7766773
9583,7,582.6607567,624894.2021,4292695.964,2357944.425,-121.5622591,38.77415219
9584,7,243.897466,624880.388,4291533.684,987018.0266,-121.5626279,38.76368319
9585,7,551.1518059,625366.7628,4290463.009,2230432.226,-121.5572256,38.75396879
9586,7,581.9430465,626693.8839,4291135.062,2355039.955,-121.5418339,38.75983366
9587,7,627.6348042,628338.8848,4291505.964,2539947.938,-121.522838,38.76293716
9588,7,698.6379291,630142.3811,4291560.661,2827287.39,-121.5020763,38.76316586
9589,7,708.967622,631787.7697,4291370.056,2869090.174,-121.4831808,38.76120467
9590,7,659.2722515,633407.3125,4291023.449,2667980.145,-121.4646136,38.75783892
9591,7,638.0487912,635009.3339,4290599.537,2582091.848,-121.4462651,38.75377648
9592,7,627.4391597,636484.4316,4290768.213,2539156.193,-121.4292612,38.75506913
9593,7,627.0274336,637951.1228,4290972.034,2537489.997,-121.4123475,38.75667719
9594,7,638.1025032,639428.2414,4291177.326,2582309.213,-121.3953119,38.75829437
9595,7,573.9596868,639722.9138,4289527.043,2322732.445,-121.3922553,38.74338171
9596,7,665.7569636,641151.1796,4290199.075,2694222.844,-121.3756898,38.74920832
9597,7,692.1909387,641609.4804,4288504.079,2801197.346,-121.3707653,38.73386618
9598,7,749.1194966,643029.198,4289118.484,3031579.046,-121.35431,38.73917199
9599,7,694.2880428,644328.1437,4290307.92,2809684.025,-121.3391219,38.74967507
9600,7,698.5155004,645826.1191,4290768.255,2826791.939,-121.321794,38.75357554
9601,7,750.7331234,646484.2342,4289006.045,3038109.162,-121.3145967,38.73759291
9602,7,756.6126208,648290.7074,4288868.669,3061902.644,-121.2938499,38.73605386
9603,7,682.9136033,649025.7452,4287245.295,2763653.302,-121.285746,38.72130725
9604,7,759.8001034,650595.3863,4287673.674,3074801.928,-121.2676042,38.72489994
9605,7,607.3200952,651152.0899,4285976.745,2457737.228,-121.2615733,38.70951958
9606,7,225.5670202,652164.2547,4286045.983,912837.3445,-121.2499223,38.70996957
9607,7,808.1662997,652703.3125,4287296.242,3270532.98,-121.243449,38.7211383
9608,7,670.3811674,653794.8299,4285830.873,2712936.333,-121.2312244,38.70774979
9609,7,1014.418814,655093.7357,4287025.991,4105207.293,-121.2160252,38.71828768
9610,6,71.79408211,583745.4131,4262352.517,290540.3423,-122.0395292,38.50560596
9611,6,180.8780605,584249.3232,4261927.629,731987.5408,-122.0338018,38.50172983
9612,6,152.532553,584906.3431,4261339.591,617277.3418,-122.0263393,38.49636871
9613,6,159.4713114,585513.9739,4261717.486,645357.5006,-122.0193261,38.49971571
9614,6,246.4595806,586540.7594,4261887.805,997386.5367,-122.0075314,38.50115116
9615,6,170.8139259,587478.7759,4262101.485,691259.4332,-121.9967489,38.502985
9616,6,328.8166745,587101.7499,4263019.317,1330673.871,-122.000958,38.51129227
9617,6,259.5783688,588203.3517,4263359.853,1050476.389,-121.9882814,38.51425226
9618,6,454.6741963,587851.812,4264350.121,1840001.191,-121.992189,38.52320991
9619,6,372.9407538,589291.8207,4264637.927,1509237.685,-121.9756352,38.52565994
9620,6,74.34734405,589669.7494,4263952.365,300873.0268,-121.971388,38.51944466
9621,6,131.2712205,590511.6545,4264046.824,531235.7818,-121.9617196,38.52021058
9622,6,61.77796687,591261.7774,4264419.98,250006.562,-121.9530673,38.52349636
9623,6,212.9435534,591794.1274,4264282.885,861751.9866,-121.9469792,38.52220631
9624,6,436.0857088,592558.7224,4263472.086,1764776.252,-121.9383171,38.51482137
9625,6,367.4885472,593617.4825,4263988.003,1487173.388,-121.9261058,38.51935918
9626,6,266.9391998,594440.6747,4264661.182,1080264.615,-121.9165733,38.52533798
9627,6,289.6769841,595520.0538,4264758.434,1172281.163,-121.9041793,38.52609904
9628,6,201.7793046,596495.6652,4265233.462,816571.8748,-121.8929234,38.53027399
9629,6,166.5970481,597293.7868,4265815.797,674194.3342,-121.8836871,38.53543412
9630,6,76.86720841,597703.7477,4266390.244,311070.556,-121.8789039,38.54056517
9631,6,206.8796819,598491.8184,4266498.075,837212.3693,-121.8698477,38.54144977
9632,6,72.28669902,599245.6546,4266334.83,292533.8922,-121.8612225,38.53989515
9633,6,207.0410791,599112.1933,4265633.593,837865.5205,-121.862853,38.53359163
9634,6,74.0773446,599936.5921,4265788.433,299780.3777,-121.8533741,38.53489458
9635,6,234.4366483,600523.6323,4265375.842,948731.4558,-121.8466993,38.53111084
9636,6,284.8107381,601445.72,4264790.37,1152588.165,-121.8362073,38.52573099
9637,6,287.026556,602347.7994,4264517.099,1161555.261,-121.8259005,38.52316552
9638,6,133.5351615,602475.6858,4265490.324,540397.6258,-121.824291,38.53191971
9639,6,171.5154763,603217.9029,4265359.593,694098.5067,-121.8157966,38.53065598
9640,6,172.6183662,603766.1917,4265847.691,698561.7438,-121.8094351,38.53498998
9641,6,29.55356475,604267.5461,4265915.237,119599.0333,-121.8036741,38.53554008
9642,6,34.54724666,605204.2005,4265065.118,139807.747,-121.7930577,38.52777026
9643,6,124.6841277,605539.9897,4265144.093,504578.7631,-121.7891938,38.52844177
9644,6,366.9506019,605685.4709,4266008.176,1484996.4,-121.787394,38.53620995
9645,6,444.789819,606943.3037,4265762.973,1800000.535,-121.7730028,38.53385028
9646,6,307.4812143,608121.8309,4265128.744,1244332.327,-121.7595822,38.52799348
9647,6,351.2804141,609149.182,4265687.081,1421581.4,-121.7477115,38.53289851
9648,6,438.2231032,608617.066,4266726.174,1773425.98,-121.7536535,38.54232593
9649,6,512.6034467,608850.6515,4268090.091,2074432.551,-121.7507611,38.55458618
9650,6,559.2063031,609165.3514,4269648.115,2263027.619,-121.7469065,38.56858519
9651,6,573.074944,610649.7502,4268985.514,2319152.018,-121.7299765,38.56243143
9652,6,571.6802735,612458.389,4268559.297,2313507.986,-121.7092905,38.55836426
9653,6,753.920811,612605.318,4270001.625,3051009.276,-121.7073718,38.57134073
9654,6,604.1674457,614260.0634,4269944.21,2444978.908,-121.6883906,38.57061234
9655,6,689.1596881,614261.5155,4271683.824,2788930.31,-121.6880887,38.58628545
9656,6,630.2138775,614235.0474,4273353.412,2550385.078,-121.6881189,38.60133113
9657,6,647.5255854,614186.3056,4275033.988,2620443.074,-121.6884028,38.6164788
9658,6,522.5297584,614073.9492,4276672.171,2114602.909,-121.6894246,38.63125253
9659,6,250.449883,614088.3173,4277819.714,1013534.718,-121.689071,38.6415894
9660,6,456.0360901,615251.9135,4277601.381,1845512.58,-121.6757405,38.63947187
9661,6,394.7664247,616509.8904,4277603.496,1597563.041,-121.6612891,38.63932649
9662,6,376.5091835,616149.6491,4278890.674,1523678.607,-121.6652122,38.65097056
9663,6,261.5154137,617134.976,4279353.603,1058315.332,-121.6538136,38.65501156
9664,6,238.8613231,616655.8549,4280299.26,966637.4793,-121.6591598,38.66359454
9665,6,83.29313704,616272.2694,4280910.524,337075.3666,-121.6634651,38.66915213
9666,6,118.0587332,616457.1188,4281468.558,477766.7425,-121.6612473,38.67415544
9667,6,109.9234645,615616.88,4281547.199,444844.4781,-121.6708908,38.67497406
9668,6,118.975163,617079.7747,4281474.585,481475.4025,-121.6540901,38.67412759
9669,6,144.4700977,617150.9639,4282202.286,584649.7428,-121.6531491,38.68067431
9670,6,81.79327791,617724.3851,4282193.079,331005.652,-121.6465599,38.68051533
9671,6,94.80273714,618191.8922,4282060.791,383653.0657,-121.6412092,38.67926116
9672,6,96.57121419,618084.073,4282872.202,390809.8383,-121.6423102,38.68658583
9673,6,83.06982826,618114.2066,4283654.295,336171.668,-121.6418305,38.69362788
9674,6,43.77255743,618392.7407,4284182.515,177141.2552,-121.6385383,38.69834948
9675,6,99.23981041,618850.3217,4284119.824,401609.2641,-121.6332884,38.69772333
9676,6,144.8206879,619311.7121,4284820.429,586068.531,-121.6278635,38.70397309
9677,6,165.2284428,619868.4567,4285416.147,668655.7849,-121.6213594,38.70926469
9678,6,75.77938147,619391.4986,4285784.672,306668.2766,-121.62678,38.71264938
9679,6,173.795823,619847.086,4286371.298,703326.7423,-121.6214397,38.71787273
9680,6,179.9715118,620529.5368,4287009.973,728318.8682,-121.6134807,38.72353381
9681,6,168.7195559,620945.1951,4287787.983,682783.8182,-121.6085646,38.73048629
9682,6,116.1993591,621156.4922,4288591.853,470242.1228,-121.6059936,38.73769945
9683,6,173.9059247,620591.3819,4289117.197,703772.3084,-121.6124022,38.74250966
9684,6,233.8969484,619794.7761,4289380.782,946547.3677,-121.6215203,38.74499279
9685,6,247.4117891,619863.5019,4290416.446,1001239.988,-121.6205502,38.75431391
9686,6,209.4257042,619718.8429,4291441.619,847515.7562,-121.622037,38.76356945
9687,6,141.7675484,618949.0398,4291499.19,573712.9137,-121.630885,38.76419223
9688,6,57.58958834,618869.7562,4292147.53,233056.7954,-121.6316858,38.77004387
9689,5,38.55470132,618571.0202,4292322.958,156025.3406,-121.6350935,38.77166456
9690,5,71.80685416,618728.2598,4292878.42,290592.0289,-121.6331884,38.77664764
9691,5,72.94282099,618236.7695,4292800.589,295189.1236,-121.6388583,38.77601251
9692,5,93.71168936,618339.6173,4293469.921,379237.7519,-121.6375599,38.78202882
9693,5,105.0306295,618269.5926,4294240.712,425043.8775,-121.6382339,38.78898239
9694,5,101.865707,617785.0829,4294035.077,412235.8905,-121.6438461,38.78719463
9695,5,106.4081843,618770.9625,4294320.591,430618.644,-121.6324488,38.78963465
9696,5,50.24684325,619115.2932,4294325.195,203341.7603,-121.6284843,38.7896296
9697,7,75.63460855,619435.9482,4294699.936,306082.4014,-121.6247283,38.7929622
9698,7,159.0414063,619875.5654,4294255.459,643617.7366,-121.6197449,38.78889826
9699,7,105.8875445,620448.3287,4294601.036,428511.6897,-121.6130915,38.79193343
9700,7,199.7851603,620912.4627,4294033.859,808501.8592,-121.6078481,38.78676024
9701,7,146.9338876,621430.5367,4293215.533,594620.3468,-121.6020289,38.77931675
9702,7,149.2727144,622167.0784,4292436.83,604085.2429,-121.5936896,38.77219963
9703,7,253.416763,622656.9366,4291712.163,1025541.255,-121.5881809,38.76560319
9704,7,387.298314,623780.3312,4291642.409,1567340.669,-121.5752667,38.76481786
9705,7,188.4193397,623761.0922,4290652.773,762506.0151,-121.575665,38.75590488
9706,7,427.0304914,624131.0076,4289702.553,1728131.087,-121.5715796,38.74729256
9707,7,444.5044741,624374.7627,4288328.252,1798845.786,-121.5690226,38.73487727
9708,7,564.5844915,625667.8252,4288946.909,2284792.375,-121.5540374,38.74026762
9709,7,615.0793833,627058.4988,4289577.796,2489137.952,-121.5379249,38.74575219
9710,7,757.8782079,628612.6484,4289924.072,3067024.293,-121.5199825,38.74864662
9711,7,837.0807147,630414.5845,4289784.554,3387545.466,-121.4992797,38.7471254
9712,7,721.2384007,632105.4506,4289544.012,2918748.254,-121.4798747,38.74470719
9713,7,661.1107162,633719.7566,4289291.221,2675420.148,-121.461354,38.74218688
9714,7,642.0799237,635337.1284,4288897.335,2598405.263,-121.4428272,38.73839214
9715,7,638.3866698,636824.4333,4289071.622,2583459.195,-121.4256855,38.73973302
9716,7,642.9149795,638306.5303,4289274.468,2601784.614,-121.4085983,38.74132944
9717,7,658.9084249,638708.2909,4287560.123,2666507.791,-121.4043209,38.72582314
9718,7,637.5493721,640158.7922,4287876.334,2580070.771,-121.3875761,38.72844269
9719,7,706.323938,640659.2702,4286233.645,2858391.565,-121.3821543,38.71356549
9720,7,700.1284419,642137.3792,4286765.122,2833319.282,-121.3650511,38.71811675
9721,7,751.634368,643850.8262,4286518.842,3041756.37,-121.3454008,38.71562088
9722,7,358.6941603,643760.9305,4287875.045,1451583.766,-121.3461524,38.7278521
9723,7,809.9339557,644983.4237,4288538.254,3277686.43,-121.3319553,38.73362666
9724,7,713.7302646,645585.9785,4286815.754,2888363.905,-121.3253877,38.71801137
9725,7,736.5348771,647236.9163,4287246.31,2980650.898,-121.3063143,38.72161623
9726,7,657.8405401,647928.2477,4285740.535,2662186.214,-121.2986866,38.70793701
9727,7,569.2196986,649578.8834,4285688.211,2303550.393,-121.2797219,38.70718805
9728,7,708.4613037,649930.3911,4284093.013,2867041.177,-121.2760258,38.69275945
9729,7,615.9731865,651561.0469,4284372.249,2492755.046,-121.2572228,38.69499677
9730,7,448.0648449,652897.1191,4284770.651,1813254.095,-121.2417785,38.69835555
9731,7,496.4831638,653961.4376,4283704.851,2009196.08,-121.2297814,38.68857048
9732,7,572.6607376,654949.0089,4284743.09,2317475.784,-121.2181994,38.69775009
9733,7,274.7073072,655743.748,4285641.731,1111701.03,-121.2088627,38.70570484
9734,7,679.9158934,656955.5261,4285113.493,2751522,-121.1950525,38.70073261
9735,6,114.443431,584602.6843,4260734.086,463136.1337,-122.0298941,38.49094148
9736,6,229.9129783,585297.8859,4260335.675,930424.8127,-122.0219721,38.48728505
9737,6,59.57744796,585538.6081,4260889.212,241101.3779,-122.0191448,38.49224993
9738,6,150.891348,586105.538,4261049.539,610635.6206,-122.0126251,38.49363998
9739,6,73.57378384,586767.2434,4261340.829,297742.5397,-122.0050022,38.49620045
9740,6,50.70449541,587256.4748,4261197.174,205193.8129,-121.9994106,38.4948583
9741,6,176.1485238,587988.1551,4261433.843,712847.7847,-121.9909918,38.49691885
9742,6,154.118941,588610.67,4261862.226,623697.2263,-121.9837999,38.50071722
9743,6,131.1446056,588287.8008,4262522.575,530723.3894,-121.9874186,38.5066995
9744,6,55.59673468,588846.3918,4262878.603,224992.0028,-121.9809679,38.509852
9745,6,162.7427487,589139.8827,4263483.719,658596.5379,-121.977525,38.51527516
9746,6,255.6118612,590011.939,4263023.996,1034424.502,-121.9675829,38.51104491
9747,6,209.3955544,590856.9285,4263556.773,847393.7443,-121.9578232,38.51575965
9748,6,404.1634067,591556.979,4262739.409,1635591.278,-121.9499015,38.50832316
9749,6,517.9375065,592353.6081,4261485.464,2096018.724,-121.940932,38.4969419
9750,6,550.2214957,593424.0856,4262221.213,2226667.394,-121.9285601,38.50345978
9751,6,550.9797703,594504.1548,4262929.567,2229736.022,-121.9160794,38.50972851
9752,6,546.1270994,595736.6006,4263569.351,2210097.96,-121.9018584,38.51536162
9753,6,419.6981406,596942.0361,4264231.243,1698458.116,-121.8879421,38.52119514
9754,6,184.6931797,597751.3329,4264773.675,747426.7803,-121.8785842,38.52599405
9755,6,221.2786697,598125.0936,4265623.206,895483.0056,-121.8741777,38.53360749
9756,6,453.5703517,598468.8635,4264049.804,1835534.091,-121.870456,38.51939262
9757,6,160.2730034,599090.7661,4264933.808,648601.8331,-121.8631981,38.52728869
9758,6,412.0367298,600030.8358,4264419.664,1667453.486,-121.852489,38.52255098
9759,6,230.4731855,600987.9859,4263984.968,932691.891,-121.8415737,38.51852604
9760,6,584.4504111,601582.8487,4262990.001,2365186.9,-121.8348961,38.50949334
9761,6,384.8070702,602902.044,4263499.156,1557258.964,-121.8196936,38.51392955
9762,6,211.6917578,603320.7514,4264428.264,856686.1497,-121.8147547,38.52225268
9763,6,222.1451008,604177.935,4264411.216,898989.3279,-121.8049259,38.52199909
9764,6,126.5484606,604070.3162,4265208.816,512123.4507,-121.8060413,38.52919815
9765,6,93.45171937,604853.7364,4265043.278,378185.6907,-121.7970803,38.52761458
9766,6,83.72766958,604934.8353,4264620.215,338833.8574,-121.7962135,38.52379318
9767,6,225.9213463,605580.0436,4264087.084,914271.2512,-121.7888939,38.51891331
9768,6,29.19386308,606120.4407,4264229.347,118143.3723,-121.7826752,38.52013107
9769,6,46.88682926,606394.7092,4264213.167,189744.2661,-121.7795317,38.51995236
9770,6,239.2768226,606481.0848,4264812.056,968318.9464,-121.7784498,38.525338
9771,6,99.83779671,607179.7463,4264399.574,404029.2288,-121.7704997,38.52153771
9772,6,152.3419679,607785.23,4264338.735,616506.071,-121.7635649,38.52091645
9773,6,186.8854835,608707.692,4264388.402,756298.7193,-121.7529775,38.52125175
9774,6,184.6854626,609477.3461,4264386.976,747395.5503,-121.7441509,38.52114454
9775,6,284.4459716,610119.2029,4264942.731,1151112.007,-121.7367021,38.5260725
9776,6,154.4115278,611058.1086,4265239.048,624881.2828,-121.7258861,38.5286256
9777,6,235.3173674,610934.94,4265976.151,952295.5994,-121.7271819,38.53528215
9778,6,390.6316412,609997.3279,4266468.575,1580830.166,-121.7378596,38.53983534
9779,6,537.3174915,610313.1192,4267738.191,2174446.741,-121.7340364,38.55123518
9780,6,612.9297791,612006.3956,4267280.942,2480438.813,-121.7146821,38.54690361
9781,6,538.1509731,613716.7345,4267054.421,2177819.722,-121.6950967,38.54464579
9782,6,537.2735489,614085.0486,4268414.838,2174268.912,-121.690649,38.55685557
9783,6,445.5355189,615529.3961,4268497.911,1803018.276,-121.6740623,38.55741758
9784,6,590.7974761,615754.6626,4270024.083,2390872.561,-121.6712246,38.5711384
9785,6,602.1942403,615784.9264,4271531.776,2436993.629,-121.670627,38.58471814
9786,6,537.0402069,615777.3786,4273095.108,2173324.61,-121.670454,38.59880409
9787,6,571.8537621,615676.1778,4274633.185,2314210.07,-121.6713604,38.61267466
9788,6,497.9276033,615532.2361,4276158.086,2015041.519,-121.6727601,38.62643202
9789,6,417.5687029,616811.2956,4276276.185,1689840.587,-121.6580497,38.62732847
9790,6,365.0054695,617869.6569,4277003.262,1477124.728,-121.645771,38.63373895
9791,6,343.2017429,617514.3206,4278230.807,1388888.178,-121.649645,38.64484558
9792,6,234.0477329,618439.7302,4278553.686,947157.5711,-121.6389591,38.6476313
9793,6,203.440965,618040.9946,4279516.697,823296.3759,-121.6433763,38.65636066
9794,6,78.43589086,617807.5356,4280258.575,317418.7887,-121.6459327,38.66307554
9795,6,145.7948578,617311.6106,4280776.201,590010.8568,-121.6515438,38.6678049
9796,6,102.5512601,617818.4812,4281235.826,415010.2256,-121.645641,38.67187855
9797,6,24.85546306,617647.8387,4281660.729,100586.4903,-121.64753,38.67572931
9798,6,122.3203212,618411.0816,4281327.565,495012.7775,-121.638815,38.67262596
9799,6,53.78775808,619022.3206,4281359.239,217671.3342,-121.631785,38.67282929
9800,6,116.9506381,618876.9103,4281844.89,473282.441,-121.633373,38.67722424
9801,6,106.9067844,618606.9917,4282619.317,432636.4071,-121.6363427,38.68423755
9802,6,97.60111527,618582.8134,4283423.595,394977.7002,-121.636483,38.69148676
9803,7,43.41361706,618975.9971,4283314.216,175688.675,-121.631982,38.69044851
9804,7,145.611179,619370.0862,4283831.7,589267.5351,-121.6273627,38.69505752
9805,7,189.0685998,620046.413,4284433.154,765133.4773,-121.6194835,38.70038455
9806,7,164.7352641,620591,4285039.892,666659.9614,-121.613117,38.70577671
9807,7,130.1081884,621145.0585,4285778.41,526529.1579,-121.6066174,38.71235436
9808,6,144.6196885,620490.3039,4286035.644,585255.1153,-121.6141015,38.71476133
9809,6,60.48949676,620950.3826,4286605.215,244792.3085,-121.6087115,38.71982984
9810,7,161.3933283,621486.5055,4286477.052,653135.6273,-121.6025688,38.71860172
9811,7,120.4059283,621539.8345,4287443.661,487265.5044,-121.6017858,38.7273027
9812,7,46.1555805,621517.2156,4288195.449,186785.0074,-121.6019139,38.73407867
9813,7,228.1322067,622125.2148,4288344.228,923218.2858,-121.5948945,38.73533515
9814,7,163.128031,622067.3516,4289201.309,660155.7198,-121.5954086,38.74306463
9815,6,103.3259308,621491.9548,4289377.065,418145.2068,-121.6019968,38.74472742
9816,6,97.43340088,621009.1772,4289649.813,394298.9841,-121.6075029,38.74725083
9817,6,234.4613574,620785.535,4290349.74,948831.4502,-121.6099535,38.75358722
9818,6,228.7804973,620603.5253,4291389.581,925841.8248,-121.6118661,38.76298015
9819,6,194.8400464,620317.8183,4292325.712,788489.6931,-121.6149907,38.7714528
9820,6,80.51100699,619658.3065,4292217.077,325816.4857,-121.6225991,38.7705638
9821,6,123.3425882,619223.38,4292593.064,499149.7451,-121.6275393,38.77401002
9822,6,130.018581,619441.3304,4293349.906,526166.5297,-121.6249001,38.78079902
9823,5,79.64334947,618857.6482,4293462.675,322305.2003,-121.6315987,38.78189387
9824,5,55.12909581,619397.4785,4293915.394,223099.5354,-121.625307,38.78589945
9825,6,176.6718709,620186.7913,4293160.974,714965.6954,-121.616353,38.77899557
